key,displayName,aliases,description,fieldKind,dataType,primaryTopic,cursorPriority,confidence,ambiguity,usageCount,distinctDescriptions,sourceDatabases,notes
emails_toured_leads_by_original_contact_method,Emails - Toured Leads By Original Contact Method,['Emails - Toured Leads By Original Contact Method'],"The number of leads that have at least one entry on their activity log of a tour per the 'results based on' filter and 'tour count' filter, AND have a first event of an email. This column is hidden by default.",metric,integer,quantity,core,high,low,34,2,['reports'],
future_rent_increases_per_sqft,Future Rent Increases - Per Sqft,"['Future Rent Increases - Per SQFT', 'Future Rent Increases - Per Sqft']",Displays the new per sqft amount for the tenant for each time that their monthly base rent increases; this value will typically increase from their original per sqft amount.,metric,number,quantity,core,high,low,34,2,['reports'],
leases_approved_toured_lead_conversions,Leases Approved - Toured Lead Conversions,['Leases Approved - Toured Lead Conversions'],Displays a count of applications that have toured/visited AND had a lease approved in the period selected for the first time. This column will depend on the Tour Count filter.,metric,percent,percent,core,high,low,34,1,['reports'],
moved_in_toured_lead_conversions,Moved-In - Toured Lead Conversions,['Moved-In - Toured Lead Conversions'],Displays a count of applications that have toured/visited AND had a move-in performed. This column will depend on the Tour Count filter selection.,metric,percent,percent,core,high,low,34,1,['reports'],
mtm_conversions,MTM Conversions,"['MTM CONVERSIONS', 'MTM Conversions']","The MTM Conversions column will display the number of MTM households, for each listed unit type/floor plan/property/bedroom count, who renewed onto a full lease. This event must have occurred within the report's date range.",metric,percent,percent,core,high,low,34,5,['reports'],
online_toured_leads_by_original_contact_method,Online - Toured Leads By Original Contact Method,['Online - Toured Leads By Original Contact Method'],"The number of leads that have at least one entry on their activity log of a tour per the 'results based on' filter and 'tour count' filter, AND have a first event of a guest card from an online source with in the date range. This column is hidden by default.",metric,integer,quantity,core,high,low,34,2,['reports'],
other_toured_leads_by_original_contact_method,Other - Toured Leads By Original Contact Method,['Other - Toured Leads By Original Contact Method'],"The number of leads that have at least one entry on their activity log of a tour per the 'results based on' filter and 'tour count' filter, AND have a first event that does not fit into any of the categories above. This column is hidden by default.",metric,integer,quantity,core,high,low,34,2,['reports'],
texts_toured_leads_by_original_contact_method,Texts - Toured Leads By Original Contact Method,['Texts - Toured Leads By Original Contact Method'],"The number of leads that have at least one entry on their activity log of a tour per the 'results based on' filter and 'tour count' filter, (tours are defined per the tour count filter), AND have a first event of SMS. This column is hidden by default.",metric,integer,quantity,core,high,low,34,2,['reports'],
toured_lead_conversions,Toured Lead Conversions,['Toured Lead Conversions'],"Toured Lead Conversion columns are separated into four types of conversion events: applications completed, leases completed, leases approved, move-ins. These columns will count the number of leads that took a tour and then progressed to one or more of these events.",metric,percent,percent,core,high,low,34,3,['reports'],
toured_leads,Toured Leads,['Toured Leads'],"Counts the number of primary leads with an initial onsite visit, property tour, or unit tour listed on the activity log. This column will exclude return visits. Events that are deleted from the activity log will not be included. Events with a missed, cancelled, or rescheduled event are not included.",metric,integer,quantity,core,high,low,34,3,['reports'],
toured_leads_by_original_contact_method,Toured Leads By Original Contact Method,['Toured Leads By Original Contact Method'],Displays a count of applications that have toured/visited AND had a lease approved in the period selected for the first time. This column will depend on the Tour Count filter.,metric,integer,quantity,core,high,low,34,3,['reports'],
transaction_amount,Transaction Amount,"['TRANSACTION AMOUNT', 'Transaction Amount']",The line-item transaction amount.,metric,currency,financial,core,medium,medium,34,9,['reports'],
visits_tours_toured_leads_by_original_contact_method,Visits/Tours - Toured Leads By Original Contact Method,['Visits/Tours - Toured Leads By Original Contact Method'],"The count of leads who have a first event of one of the following: Tour with unit, Tour w/o unit, or onsite visit per the 'results based on' filter and 'tour count' filter. Because the first event is a tour, all leads will be counted. This column is hidden by default.",metric,integer,quantity,core,high,low,34,2,['reports'],
appointments_set,APPOINTMENTS SET,"['APPOINTMENTS SET', 'Appointments Set']",The APPOINTMENTS SET column shows the number of appointments set by the Leasing Center.,metric,integer,quantity,core,high,low,33,7,['reports'],
current_balance,Current Balance,['Current Balance'],The Current Balance column displays the balance of the profile as of the date the report is generated. This will include the total of all ledgers and all charge codes.,metric,currency,financial,core,high,low,33,6,['reports'],
current_lease_rent,Current Lease Rent,['Current Lease Rent'],The Current Lease Rent column will display the total of all scheduled rent-type charges on the unit's current lease. If the unit is currently vacant this column will be blank as there is no current lease. This column is OPTIONAL and can be added under the Display Options tab.,metric,currency,financial,core,high,low,33,5,['reports'],
first_visit_tour_unit,First Visit/Tour Unit,"['First Visit/Tour (Unit)', 'First Visit/Tour Unit']","This field will display the BLDG-UNITS, (multiple tours can be shown), listed for the first tour, 'Property' if it is a property tour, and 'Onsite Visit' if it is an onsite visit. The setting to combine onsite visit and tour will not affect this field. This information is found on the lead or resident's activity log by searching for the first visit/tour.",metric,integer,quantity,core,high,low,33,2,['reports'],
installation_transferring_from,Installation Transferring From,['Installation Transferring From'],This field shows the installation the occupant is transferring from. Found under Resident Profile>> Household>> Summary>> Edit Military Career>> Installation Transferring From (this is labeled as 'Last Assignment' on the resident profile). For Leads this field can be found under Lead Profile>> Application>> Military.,metric,integer,quantity,core,high,low,33,3,['reports'],
warrant_officer_candidate,Warrant Officer Candidate,['Warrant Officer Candidate'],Displays if the occupants a warrant officer (yes/no). This field is found under the Resident Profile>> Household>> Summary>> Edit Military Career>> For Leads this field can be found under Lead Profile>> Application>> Military.,metric,integer,quantity,core,high,low,33,3,['reports'],
beginning_balance,Beginning Balance,"['BEGINNING BALANCE', 'Beginning Balance']",Sum of the GL transactions for the specified GL account as of the beginning of the starting post month.,metric,currency,financial,core,high,low,32,7,['reports'],
prior_effective_rent,Prior Effective Rent,['Prior Effective Rent'],"This column displays the amortized total value of all charges, negative charges, and credits on the prior lease interval before renovation with charge codes that have the designation Include In Effective Rent = ""Yes"". Amortized implies that once the total value of each charge is calculated and summed together, it is divided by the lease term length found in the Prior Term column to get a monthly value.",metric,currency,financial,core,medium,medium,32,11,['reports'],
quote_generated,Quote Generated,['Quote Generated'],This column display the date the quote was created on,metric,percent,percent,core,high,low,32,1,['reports'],
number_of_late_payments,# of Late Payments,['# of Late Payments'],"This column will display the total count of the times that the resident was late in making a payment. This information is found in the resident profile under household, people, click on the persons's name, # of late payments.",metric,currency,financial,core,high,low,31,1,['reports'],
number_of_nsf_s,# of NSF's,"[""# of NSF's""]",This column will display the total count of NSFs that are associated to the resident. This information is not shown in the resident or lead profile.,metric,integer,quantity,core,high,low,31,1,['reports'],
0_30_days,0-30 Days,"['0-30 DAYS', '0-30 Days']",Displays the portion of Unallocated Charges / Credits due 0-30 days prior to the end of the period selected.,metric,currency,financial,core,high,low,31,4,['reports'],
application_preferences_bathrooms,Application Preferences Bathrooms,['Application Preferences Bathrooms'],Shows the lead's preferred number of bathrooms as listed on the guest card. This information is shown on the lead profile on the right-hand side under preferences.,metric,integer,quantity,core,high,low,31,1,['reports'],
application_preferences_bedrooms,Application Preferences Bedrooms,['Application Preferences Bedrooms'],Shows the lead's preferred number of bedrooms as listed on the guest card. This information is shown on the lead profile on the right-hand side under preferences.,metric,integer,quantity,core,high,low,31,1,['reports'],
application_preferences_rent_max,Application Preferences Rent Max,['Application Preferences Rent Max'],Shows the lead's preferred maximum rent amount as listed on the guest card. This information is shown on the lead profile on the right-hand side under preferences.,metric,currency,financial,core,high,low,31,1,['reports'],
application_preferences_rent_min,Application Preferences Rent Min,['Application Preferences Rent Min'],Shows the lead's preferred minimum rent amount as listed on the guest card. This information is shown on the lead profile on the right-hand side under preferences.,metric,currency,financial,core,high,low,31,1,['reports'],
beds,Beds,['Beds'],This column displays the bedroom count associated to the listed floor plan.,metric,integer,quantity,core,medium,low,31,5,['reports'],
employment_income_annual,Employment Income (Annual),['Employment Income (Annual)'],"This column displays the total current salary for all employement entries for each person on an ANNUAL basis. This information is found on the resident profile under household, income, current income or on the lead profile on the application under the financial section. It includes all types of incomes including disability, annuities, ect. Again, the income shown is on an annual basis.",metric,currency,financial,core,high,low,31,1,['reports'],
lease_utilities,Lease Utilities,['Lease Utilities'],"Lists the utilities a resident is responsible to pay, (in a comma separated list if they are responsible for more than one). This information is found on the profile under Scheduled Charges and Credits, Lease Utilities.",metric,currency,financial,core,high,low,31,2,['reports'],
manual_contact_attempted,Manual Contact Attempted,['Manual Contact Attempted'],"Events of: Outbound Email, Outbound SMS, Outbound Call, Onsite Visits, Unit Tours, Property Tours that took place in the period selected on the leads listed in the New Leads column. Outbound Emails/Texts will only be counted if they have been manually sent. Email/Texts Messages sent via message center, or automated by the system will not be included in the count.",metric,integer,quantity,core,high,low,31,5,['reports'],
manual_contact_attempted_in_first_24_hours,Manual Contact Attempted In First 24 Hours,"['Manual Contact Attempted In First 24 Hours', 'Manual Contact Attempted in First 24 Hours']","Displays the number of new leads that have a manual contact attempted within the first 24 hours of guest card creation. Leads with an original contact method of call, visit/tour, or chat should also be counted in this column as having a manual contact attempted. Manual Contact Attempts include events of: Outbound Email, Outgoing SMS, Outgoing Call, Onsite Visits, Unit Tours, and Property Tours. Outbound Emails/SMS will only be counted if they have been manually sent. Email/SMS Messages sent via message center, or automated by the system will not be included in the count.",metric,integer,quantity,core,high,low,31,4,['reports'],
manual_contact_attempted_in_first_48_hours,Manual Contact Attempted In First 48 Hours,"['Manual Contact Attempted In First 48 Hours', 'Manual Contact Attempted in First 48 Hours', 'manual Contact Attempted in First 48 Hours']","Displays the number of new leads that have a manual contact attempted within the first 48 hours of guest card creation. Leads with an original contact method of call, visit/tour, or chat should also be counted in this column as having a manual contact attempted. Manual Contact Attempts include events of: Outbound Email, Outgoing SMS, Outgoing Call, Onsite Visits, Unit Tours, and Property Tours. Outbound Emails/SMS will only be counted if they have been manually sent. Email/SMS Messages sent via message center, or automated by the system will not be included in the count.",metric,integer,quantity,core,high,low,31,4,['reports'],
student_financial_assistance,Student Financial Assistance,['Student Financial Assistance'],"This column displays the annual student financial assistance amount as entered on the application. This information is found in the lead profile on the application under financial, student financial assistance, gross income.",metric,currency,financial,core,high,low,31,1,['reports'],
ending_balance,Ending Balance,"['ENDING BALANCE', 'Ending Balance']",The ENDING BALANCE column displays the balance of the ledger as of the last day of the selected period/month.,metric,currency,financial,core,medium,medium,30,8,['reports'],
exposure_percent,Exposure (%),"['EXPOSURE (%)', 'Exposure %', 'Exposure (%)']",A percentage calculated by taking the count of all Notice Unrented and Vacant Unrented units divided by the count of total units as of the end of the designated week.,metric,percent,percent,core,high,low,30,4,['reports'],
bedrooms,Bedrooms,['Bedrooms'],Displays the number of bedrooms in the unit. Units are managed under Setup >> Properties >> [Select Property] >> Floor Plans & Units >> Units >> [Select Unit].,metric,integer,quantity,core,medium,low,29,6,['reports'],
est_vacancy_cost,Est. Vacancy Cost,['Est. Vacancy Cost'],The Est. Vacancy Cost column will display a monetary value that represents an estimated (not 100% accurate) vacancy cost/loss based on the previous household's move-out date and the number of days the unit has been vacant.,metric,currency,financial,core,medium,low,29,5,['reports'],
future_lease_rent,Future Lease Rent,['Future Lease Rent'],"The Future Lease Rent column will display the scheduled rent charge value of the upcoming lease for units in a vacant rented status. This column is disabled by default, and can be accessed via the Display Options tab.",metric,currency,financial,core,medium,low,29,3,['reports'],
leases_expiring,Leases Expiring,['Leases Expiring'],Calculated as follows: MTM Started + Move-outs + Renewals + Evictions Completed.,metric,integer,quantity,core,medium,low,29,3,['reports'],
occupied_sqft,Occupied Sqft,"['Occupied SQFT', 'Occupied Sqft']",The square footage of all occupied units at the property as of the end of the designated week.,metric,number,quantity,core,medium,low,29,6,['reports'],
payment_number,Payment #,"['PAYMENT #', 'Payment #']",This column displays the associated payment #.,metric,currency,financial,core,medium,medium,29,8,['reports'],
baths,Baths,['Baths'],This column displays the bathroom count associated to the listed floor plan.,metric,integer,quantity,core,medium,low,28,6,['reports'],
best_price,Best Price,['Best Price'],"The Best Price column will display a value representing the lowest pricing value, regardless of the lease term, as of the unit's available on date or today's date (if the available on date has passed the current calendar date). This column should be blank for any vacant rented, notice rented, and occupied no notice units. This column is disabled by default and can be accessed via the Display Options tab.",metric,currency,financial,core,medium,low,28,2,['reports'],
best_price_term,Best Price Term,['Best Price Term'],"The Best Price Term column will display the lease term (in months) that is associated to the value displayed within the best price column. This column should be blank for any vacant rented, notice rented, and occupied no notice units. This column is disabled by default and can be accessed via the Display Options tab.",metric,currency,financial,core,medium,low,28,2,['reports'],
future_scheduled_credits_amount,Future Scheduled Credits - Amount,['Future Scheduled Credits - Amount'],Displays the amount of the credit.,metric,currency,financial,core,medium,low,28,1,['reports'],
future_scheduled_credits_charge_timing,Future Scheduled Credits - Charge Timing,['Future Scheduled Credits - Charge Timing'],Displays the timing that is associated to the credit.,metric,currency,financial,core,medium,low,28,1,['reports'],
net_effective_rent,Net Effective Rent,['Net Effective Rent'],"Displays the total value of all scheduled recurring, scheduled one-time, and manual one-time charges and credits included in Effective Rent amortized over the occupied length of the lease interval. Charge Codes can be included/excluded from Effective Rent under Setup >> Company >> Financial >> Charge Codes >> [Select Charge Code] >> Include in Effective Rent. Occupied lease length is the best approximation of when scheduled charges start and end on a lease interval and best accounts for early move-ins, early move-outs, and transfers. Month-to-month lease interval do not have scheduled recurring charges total value or occupied lease length calculated and therefore, are calculated as the sum of scheduled and manual charges and credits included in Effective Rent as of the period selected.",metric,currency,financial,core,medium,low,28,6,['reports'],
scheduled_charges_actual_charges,Scheduled Charges - Actual Charges,['Scheduled Charges - Actual Charges'],Displays the amount that was actually charged to the tenant associated to the listed charge code(s) during the user-defined period.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_actual_nnn,Scheduled Charges - Actual NNN,['Scheduled Charges - Actual NNN'],"Displays an amount, for each listed tenant, that represents the sum of the ""Actual NNN CAM,"" ""Actual NNN Taxes,"" and ""Actual NNN Insurance"" columns.",metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_actual_nnn_cam,Scheduled Charges - Actual NNN CAM,['Scheduled Charges - Actual NNN CAM'],Displays the total amount of all CAM charges within the post month selected that actually posted. This column will pull in charges originated from the Lease > Triple-Net > CAM Pools section on the resident's profile AND charges that have a charge code usage of CAM.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_actual_nnn_insurance,Scheduled Charges - Actual NNN Insurance,['Scheduled Charges - Actual NNN Insurance'],Displays the total amount of all insurance charges within the post month selected that actually posted. This column should ONLY pull in charges originated from the Lease > Triple-Net > Insurance section on the resident's profile.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_actual_nnn_taxes,Scheduled Charges - Actual NNN Taxes,['Scheduled Charges - Actual NNN Taxes'],Displays the total amount of all tax charges within the post month selected that actually posted. This column should ONLY pull in charges originated from the Lease > Triple-Net > Taxes section of the resident's profile.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_annual_charge_sqft,Scheduled Charges - Annual Charge / Sqft,['Scheduled Charges - Annual Charge / Sqft'],"Displays the annual charges divided by the sqft of each tenant. If the tenant is occupying multiple suites, this column should display Annual Charges / Total SQFT of all suites occupied by the tenant.",metric,number,quantity,core,medium,low,28,1,['reports'],
scheduled_charges_annual_charges,Scheduled Charges - Annual Charges,['Scheduled Charges - Annual Charges'],Displays the annualized charges for each tenant displayed. This is calculated by taking the monthly sum of all scheduled charges and multiplying it by 12.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_expire,Scheduled Charges - Expire,['Scheduled Charges - Expire'],Display the date that the tenant's rent is set to expire on their ledger.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_monthly_base_rent,Scheduled Charges - Monthly Base Rent,['Scheduled Charges - Monthly Base Rent'],Displays the base rent amount that is charged to the tenant that's displayed.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_monthly_utilities,Scheduled Charges - Monthly Utilities,['Scheduled Charges - Monthly Utilities'],"Displays an amount, for each listed tenant, that represents the total amount of all utility charges within the post month selected. This column should ONLY pull in charges originated from the Lease > Triple-Net > utility section on the tenant's profile.",metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_other_monthly_charges,Scheduled Charges - Other Monthly Charges,['Scheduled Charges - Other Monthly Charges'],"Displays any other charges that are associated to the tenant's lease. This will exclude anything displayed in the base rent column, CAM charges column, taxes, utilities, and insurance.",metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_charges,Scheduled Charges - Scheduled Charges,['Scheduled Charges - Scheduled Charges'],Displays the amount of the scheduled charge(s) associated to the listed charge code(s).,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_charges_sqft,Scheduled Charges - Scheduled Charges / Sqft,['Scheduled Charges - Scheduled Charges / Sqft'],Displays the sum of all monthly scheduled charges of each tenant divided by the rentable sqft of the suite.,metric,number,quantity,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_nnn,Scheduled Charges - Scheduled NNN,['Scheduled Charges - Scheduled NNN'],"Displays an amount, for each listed tenant, that represents the sum of the ""Scheduled NNN CAM,"" ""Scheduled NNN Taxes,"" and ""Scheduled NNN Insurance"" columns.",metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_nnn_cam,Scheduled Charges - Scheduled NNN CAM,['Scheduled Charges - Scheduled NNN CAM'],Displays the total amount of all CAM charges within the post month selected that were scheduled to post. This column will pull in charges originated from the Lease > Triple-Net > CAM Pools section on the resident's profile AND charges that have a charge code usage of CAM.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_nnn_insurance,Scheduled Charges - Scheduled NNN Insurance,['Scheduled Charges - Scheduled NNN Insurance'],Displays the total amount of all insurance charges within the post month selected that were scheduled to post. This column should ONLY pull in charges originated from the Lease > Triple-Net > Insurance section on the resident's profile.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_scheduled_nnn_taxes,Scheduled Charges - Scheduled NNN Taxes,['Scheduled Charges - Scheduled NNN Taxes'],Display the total amount of all tax charges within the post month selected that were scheduled to post. This column should ONLY pull in charges originated from the Lease > Triple-Net > Taxes section of the resident's profile.,metric,currency,financial,core,medium,low,28,1,['reports'],
scheduled_charges_start,Scheduled Charges - Start,['Scheduled Charges - Start'],Displays the date that the tenant's rent is set to start posting on their ledger.,metric,currency,financial,core,medium,low,28,1,['reports'],
total_inventory,Total Inventory,['Total Inventory'],"Displays the number of inventory entries that have been added to each listed 'Option' as of the end of the user-defined period. NOTE: If an 'Option' has been setup where it contains no inventory then this column will be blank for all such Options.""",metric,integer,quantity,core,medium,low,28,4,['reports'],
total_scheduled_charges,Total Scheduled Charges,['Total Scheduled Charges'],Displays an amount that represents the total current rent for all occupied or on notice inventory items that is associated to the resident as of the end of the user-defined period. The 'Scheduled Charges' for this report is being considered as the recurring charge that was shown as of the end of the user-defined period.,metric,currency,financial,core,medium,low,28,3,['reports'],
advertised_rate,Advertised Rate,['Advertised Rate'],"Displays the advertised rate when the lease was executed based on the applicant/resident's unit type, lease term, and space option selection. If the lease has yet to be executed, show the advertised rate as of the day the report is run.",metric,percent,percent,core,medium,low,27,4,['reports'],
avg_advertised_rate,Avg Advertised Rate,"['Avg Advertised Rate', 'Avg. Advertised Rate']",Displays the average advertised rate for the unit spaces considered pre-leased in each row.,metric,percent,percent,core,medium,low,27,2,['reports'],
charge_timing,Charge Timing,['Charge Timing'],Displays the charge timing of the charge as shown in the Resident Profile >> Financial >> Scheduled Charges and Credits >> Charge Timing,metric,currency,financial,core,medium,low,27,7,['reports'],
credits_concessions,Credits / Concessions,"['CREDITS/CONCESSIONS', 'Credits / Concessions']",Displays the amount of credits allocated to charges in the period selected and charges allocated to credits in the period selected. This column should not include negative payments allocated to credits.,metric,currency,financial,core,medium,low,27,6,['reports'],
last_delinquency_note,Last Delinquency Note,['Last Delinquency Note'],"Displays the most current delinquent note along with the creation datetime and username on the resident's activity log, based on a date range determined by the oldest unallocated transaction and the end of the period selected. Nothing prior to the oldest unallocated transaction will be shown.",metric,currency,financial,core,medium,low,27,3,['reports'],
per_sqft,Per Sqft,"['Per SQFT', 'Per Sqft']","The Per Sqft column will display the new per sqft amount for the tenant for each time that their monthly base rent increases; this value will typically increase from their original per sqft amount. This column will fall under the 'future rent increases' master column header. This column header is dynamic, and may display 'SQFT', 'M2', or 'Unit of Area', depending on the property's setting for Unit of Measurement.",metric,number,quantity,core,medium,low,27,5,['reports'],
total_calls,Total Calls,"['Total Calls', 'Total calls']",Total Calls show the total number of corporate care calls for all issue types. This will also be a total of the 'resolved' and 'unresolved' column counts.,metric,integer,quantity,core,medium,medium,27,10,['reports'],
beginning_deposit_held,Beginning Deposit Held,"['BEGINNING DEPOSIT HELD', 'Beginning Deposit Held']",The BEGINNING DEPOSIT HELD column displays the balance (amount held) of the DEPOSIT ledger as of the last day of the period/month prior to the selected period/month. This column will ONLY display when the 'Deposits' filter is set to 'Show'.,metric,currency,financial,core,medium,low,26,6,['reports'],
completed_applications,Completed Applications,"['COMPLETED APPLICATIONS', 'Completed Applications']",Count of Completed Applications in the period,metric,integer,quantity,core,medium,medium,26,10,['reports'],
current_budget,Current Budget,['Current Budget'],Original budget plus the change orders.,metric,currency,financial,core,medium,low,26,6,['reports'],
current_collections,Current Collections,"['CURRENT COLLECTIONS', 'Current Collections']",Displays the amount of cash/receipts that have been collected in the period which were also allocated against Charges Due in the period.,metric,currency,financial,core,medium,low,26,4,['reports'],
occupied_percent,Occupied (%),"['OCCUPIED (%)', 'Occupied %', 'Occupied (%)', 'Occupied - %']",Calculated as follows: Occupied / Rentable Units.,metric,percent,percent,core,medium,low,26,6,['reports'],
prior_collections,Prior Collections,"['PRIOR COLLECTIONS', 'Prior Collections']",Displays the amount of cash/receipts that were collected in prior periods which where allocated against Charges Due in the period.,metric,currency,financial,core,medium,low,26,4,['reports'],
prior_recurring_concessions,Prior Recurring Concessions,['Prior Recurring Concessions'],"Displays the total value of all scheduled recurring non-Rent-type charges and credits from Charge Codes included in Effective Rent on the Prior Lease interval. Charge Codes can be included or excluded from Effective Rent under Setup >> Company >> Financial >> Charge Codes >> [Select Charge Code] >> Include in Effective Rent. Month-to-month lease intervals do not have scheduled recurring charges total value and therefore, Recurring Concessions is calculated as the sum of scheduled recurring non-Rent-type charges and credits included in Effective Rent as of the MTM Start date.",metric,currency,financial,core,medium,low,26,7,['reports'],
sqft_avg,Sqft (Avg),['Sqft (Avg)'],"Displays the average area of the units. Area is managed at the unit level under Setup >> Properties >> [Select Property] >> Property >> Floor Plans & Units >> Units >> [Select Unit] >> General >> Square Feet. The column name and value are dynamic and adjust automatically based on Setup >> Property >> [select a property] >> Property >> General >> Details >> Unit of Measure - Area. If the Unit of Measure field is set to Square Feet, then the column shows Sqft. If it's set to Square Meters, then the column shows M2. If the report is generated for multiple properties with different Unit of Measure settings, then the column shows Unit of Area.",metric,number,quantity,core,medium,low,26,1,['reports'],
number_of_animals,# of Animals,['# of Animals'],"Displays the total number of current (we don't show past pets) pets associated to a household. This information can be found on the resident profile under lease, pets. It can be found on the lead profile in the application under gerenral, pets.",metric,currency,financial,core,medium,low,25,1,['reports'],
90_days,90+ Days,"['90  Days', '90+ Days']",Displays the portion of Unallocated Charges / Credits due more than 90 days prior to the end of the period selected.,metric,currency,financial,core,medium,low,25,4,['reports'],
appointments_set_percent,Appointments Set %,"['APPOINTMENTS SET %', 'Appointments Set %']",Number of appointments set divided by the number of leads created.,metric,percent,percent,core,medium,low,25,4,['reports'],
assigned_to,Assigned To,['Assigned To'],The current person the work order is assigned to.,metric,currency,financial,core,medium,low,25,6,['reports'],
charge_amount,Charge Amount,"['CHARGE AMOUNT', 'Charge Amount']",Displays the amount that the the resident is being charged for the specified Charge Code.,metric,currency,financial,core,medium,low,25,7,['reports'],
per_sq_ft,Per Sq.Ft.,['Per Sq.Ft.'],"This column divides the Actual total for the defined period, and divides it by the total rentable square feet for the property. Note: Total Rentable Square Feet does not include Excluded units. This column can be added to the selected period, QTD, and YTD sections.",metric,currency,financial,core,medium,low,25,2,['reports'],
per_unit,Per Unit,['Per Unit'],"This column divides the Actual total for the defined period, QTD, or YTD, and divides it by the total rentable units for the property. Note: Rentable Units do not include Excluded units. This column can be added to the selected period, QTD, and YTD sections.",metric,currency,financial,core,medium,low,25,3,['reports'],
write_off_percent,Write-Off %,['Write-Off %'],"This column displays the % of the total activity for each GL that came from charges being written off to bad debt. This column can be added to the selected period, QTD, and YTD sections.",metric,percent,percent,core,medium,low,25,2,['reports'],
percent_accepted,% Accepted,['% Accepted'],Calculated as follows: (Offers Accepted / Offers) * 100.,metric,percent,percent,core,medium,low,24,6,['reports'],
bank_name,Bank Name,['Bank Name'],This column displays the Bank Name for the associated payment. This column can only be enabled in Display Options when Summarize = No.,metric,currency,financial,core,medium,low,24,6,['reports'],
leases_completed_cancelled,Leases Completed (Cancelled),['Leases Completed (Cancelled)'],Counts the number of primary leads that reached a status of Lease Completed and are cancelled/archived. For more information click here,metric,integer,quantity,core,medium,low,24,2,['reports'],
moved_in,Moved In,"['MOVED IN', 'Moved In']",Counts the number of leads that have had a move-in processed.,metric,integer,quantity,core,medium,low,24,3,['reports'],
successful_contacts,Successful Contacts,['Successful Contacts'],"""Displays the number of successful contacts made by Leasing Agents to leads listed in the Manual Contacts Prompted column. A successful contact is considered verified communication with a lead and will include events of: inbound emails, inbound calls, outbound calls (with a result of completed), onsite visits(with a result of completed), unit tours(with a result of completed), and property tours(with a result of completed), within the period selected will be counted.",metric,integer,quantity,core,medium,low,24,5,['reports'],
percent_of_total,% Of Total,"['% Of Total', '% Of total', '% of Total']",This column will display a percentage of the total number of policies for each policy carrier listed,metric,percent,percent,core,medium,low,23,6,['reports'],
approved_percent,Approved (%),"['Approved (%)', 'Approved - %']",Displays the percent of rentable units that have unit spaces that will be occupied with applicants in a Approved status.,metric,percent,percent,core,medium,low,23,2,['reports'],
completed_percent,Completed (%),"['Completed (%)', 'Completed - %']",Displays the percent of rentable units that have unit spaces that will be occupied with applicants in a Completed status.,metric,percent,percent,core,medium,low,23,2,['reports'],
outstanding_delinquency,Outstanding Delinquency,['Outstanding Delinquency'],"Displays the Delinquency amount of the prior period. This column will only show when Include Outstanding Delinquency filter is set to Yes and drills into the Delinquency report for the prior period. If period selected is a date then, this will tie out to the Delinquency amount found in the Delinquency report for the last day of the prior calendar month. If period selected is a post month, then this will tie out to the Delinquency amount found in the Delinquency report for the prior post month.",metric,currency,financial,core,medium,low,23,5,['reports'],
remaining_budget,Remaining Budget,"['REMAINING BUDGET', 'Remaining Budget']",Displays how much of the total budget is remaining after the transaction is posted.,metric,currency,financial,core,medium,low,23,4,['reports'],
amenity_rent,Amenity Rent,['Amenity Rent'],"The Amenity Rent column will display the total value of all assigned amenities for each unit. If amenities are assigned but have no rent then this column will be blank. This column is disabled by default, and can be accessed via the Display Options tab.",metric,currency,financial,core,medium,medium,22,9,['reports'],
avg_change,Avg. Change ($),"['Avg Change ($)', 'Avg. $ Change', 'Avg. Change ($)']","Based on what is selected in the Compare filter, displays the difference between the two average rents selected to compare in a dollar amount",metric,currency,financial,core,medium,low,22,4,['reports'],
deposit_number,Deposit Number,"['DEPOSIT NUMBER', 'Deposit Number']",Displays the system generated bank deposit number.,metric,currency,financial,core,medium,medium,22,8,['reports'],
lease_approved_percent,Lease Approved %,['Lease Approved %'],Lease Approved / Leads Created,metric,percent,percent,core,medium,low,22,2,['reports'],
percent_percent,Percent (%),['Percent (%)'],Displays the percentage of the sqft listed for each status in comparison to the total square footage.,metric,percent,percent,core,medium,low,22,2,['reports'],
total_collections,Total Collections,"['TOTAL COLLECTIONS', 'Total Collections']",Displays the amount of all cash/receipts collected and credits / concessions allocated in the period selected. Calculated as follows: Total Cash Collections + Credits / Concessions.,metric,currency,financial,core,medium,low,22,5,['reports'],
